"sess","id","whole","time","where","day","sessname"
32,122,"using informative priors obtained from historical data significantly improves detection of differentially expressed genes using ben li* and qing he, emory university zhaohui qin, emory university microarray data zhaonan sun and yu zhu, purdue university","11:45","Grand Ballroom VII (3rd Floor)","Monday, March 17","32. contributed papers: bayesian analysis of high dimensional data"
32,123,"smoothing functional data with a hierarchical bayesian model jingjing yang*, rice university dennis d. cox, rice university hongxiao zhu, virginia tech","12:00","Grand Ballroom VII (3rd Floor)","Monday, March 17","32. contributed papers: bayesian analysis of high dimensional data"
33,124,"33. contributed papers: genetics and epidemiologic study design national institutes of health association studies patricia hartge, national cancer institute, national institutes of health peter kraft and amit d. joshi, harvard school leveraging family history in genetic arpita ghosh*, public health foundation of india of public health regina g. ziegler, national cancer institute, national institutes of health myrto barrdahl, german cancer research center stephen j. chanock, sholom wacholder and nilanjan chatterjee, national cancer institute, national institutes of health 56 enar 2014 | spring meeting | march 16–19 * = presenter | n = student award winner","12:00","Grand Ballroom I (3rd Floor)","Monday, March 17","33. contributed papers: genetics and epidemiologic study design"
33,125,"control function assisted ipw estimation with a secondary outcome in case-control studies tamar sofer* and eric j. tchetgen tchetgen, harvard school of public health","10:30","Grand Ballroom I (3rd Floor)","Monday, March 17","33. contributed papers: genetics and epidemiologic study design"
33,126,"prediction of cancer drugs’ sensitivities using high-dimensional genomic features ting-huei chen* and wei sun, university of north carolina, chapel hill","10:45","Grand Ballroom I (3rd Floor)","Monday, March 17","33. contributed papers: genetics and epidemiologic study design"
33,127,"enhancing genetic case-control studies using sample surveys parichoy pal choudhury* and daniel scharfstein, joshua galanter and chris gignoux, university of lindsey roth, kaiser permanente of california, san francisco johns hopkins university california, san francisco sam oh, esteban burchard and saunak sen, university","11:00","Grand Ballroom I (3rd Floor)","Monday, March 17","33. contributed papers: genetics and epidemiologic study design"
33,128,"the effect of fto gene variants and physical activity interaction on trunk fat percentage among the population of newfoundland guang sun and j concepción loredo-osti, anthony payne, taraneh abarin*, farrell cahill, memorial university","11:15","Grand Ballroom I (3rd Floor)","Monday, March 17","33. contributed papers: genetics and epidemiologic study design"
33,129,"on the underlying assumptions of threshold boolean networks as a model for genetic regulatory network behavior anthony almudevar, university of rochester van tran*, mathew n. mccall, helene mcmurray and medical center","11:30","Grand Ballroom I (3rd Floor)","Monday, March 17","33. contributed papers: genetics and epidemiologic study design"
33,130,"evaluation of illumina infimium 450k methylation chip using technical replicates maitreyee bose*, weihua guan, chong wu, university of minnesota james pankow, ellen demerath and jan bressler,","11:45","Grand Ballroom I (3rd Floor)","Monday, March 17","33. contributed papers: genetics and epidemiologic study design"
34,131,"34. contributed papers: non-linear models symmetric spaces university of north carolina, chapel hill regression models on riemannian emil a. cornea*, hongtu zhu and joseph g. ibrahim,","12:00","Grand Ballroom IV (3rd Floor)","Monday, March 17","34. contributed papers: non-linear models"
34,132,"single index change point model with an application of environmental health study on mortality and temperature ho kim, seoul national university hamdy mahmoud* and inyoung kim, virginia tech","10:30","Grand Ballroom IV (3rd Floor)","Monday, March 17","34. contributed papers: non-linear models"
34,133,"a model for extreme stacking of data censored at endpoints of a distribution with a continuous interior: illustration with w-shaped data west chester university robert gallop*, randall h. rieger and scott mcclintock, david c. atkins, university of washington","10:45","Grand Ballroom IV (3rd Floor)","Monday, March 17","34. contributed papers: non-linear models"
34,134,"estimating a dengue ordinary differential equation model with the mesh adaptive direct search method shawn t. brown and nathan stone, pittsburgh abdus s. wahed, university of pittsburgh yu-ting weng*, university of pittsburgh supercomputing center","11:00","Grand Ballroom IV (3rd Floor)","Monday, March 17","34. contributed papers: non-linear models"
34,135,"parametric and nonparametric spherical regression michael m. rosenthal n, wei wu, eric klassen and anuj srivastava, florida state university","11:15","Grand Ballroom IV (3rd Floor)","Monday, March 17","34. contributed papers: non-linear models"
34,136,"non-parametric tests for one-sided interaction in shape restricted models mingyu xi*, university of maryland, baltimore county","11:30","Grand Ballroom IV (3rd Floor)","Monday, March 17","34. contributed papers: non-linear models"
34,137,"sparse kernel machine regression for ordinal outcomes yuanyuan shen*, harvard school of public health tianxi cai, harvard school of public health katherine liao, brigham and women’s hospital","11:45","Grand Ballroom IV (3rd Floor)","Monday, March 17","34. contributed papers: non-linear models"
35,138,"35. contributed papers: survival analysis for clinical trial data semiparametric proportional rates regression terminal events chapel hill program 57 * = presenter | n = student award winner for the composite endpoint of recurrent and lu mao* and danyu lin, university of north carolina,","12:00","Grand Ballroom X (3rd Floor)","Monday, March 17","35. contributed papers: survival analysis for clinical trial data"
35,139,"sample size calculation based on efficient unconditional tests for clinical trials with historical controls university of nevada, las vegas guogen shan* and sheniz moonie,","10:30","Grand Ballroom X (3rd Floor)","Monday, March 17","35. contributed papers: survival analysis for clinical trial data"
35,140,"sieve estimation in a markov illness-death process under dual censoring audrey boruvka* and richard j. cook, university of waterloo","10:45","Grand Ballroom X (3rd Floor)","Monday, March 17","35. contributed papers: survival analysis for clinical trial data"
35,141,"a simple locally efficient estimator for relative risk in case-cohort studies emmanuel sampene* and abdus s. wahed, university of pittsburgh","11:00","Grand Ballroom X (3rd Floor)","Monday, March 17","35. contributed papers: survival analysis for clinical trial data"
35,142,"generation of virtual control groups for single arm prostate cancer adjuvant trials zhenyu jia*, university of akron and northeast ohio michael b. lilly, medical university of south carolina medical university dan a. mercola, university of california, irvine","11:15","Grand Ballroom X (3rd Floor)","Monday, March 17","35. contributed papers: survival analysis for clinical trial data"
35,143,"imbalanced randomization in non-inferiority trials can be highly efficient rick chappell*, university of wisconsin madison","11:30","Grand Ballroom X (3rd Floor)","Monday, March 17","35. contributed papers: survival analysis for clinical trial data"
35,144,"estimating survival benefit in randomized clinical trials with treatment arm switching after disease progression shan kang* and thomas m. braun, university of michigan","11:45","Grand Ballroom X (3rd Floor)","Monday, March 17","35. contributed papers: survival analysis for clinical trial data"
